,823,823,823,816,751,783,272,264,456,235,751,783,0.2788844621513944,0.12350597609561753,0.23306772908366533,0.1852589641434263,16.87051792828685,15.152390438247012,0.01593625498007968,0.014940239043824702,0.0,0.046812749003984064,0.24302788844621515,0.9292828685258964,6.245019920318725,5.562749003984064,6.199203187250996,5.2848605577689245,24.195219123505975,24.76195219123506,87.48386029411765,76.70696969696968,49.65861842105266,82.8465957446808,32.29226364846871,49.95799489144315
,1015,1015,1015,960,856,979,377,290,782,269,856,979,0.9211822660098522,0.6482758620689655,0.8472906403940886,0.6295566502463055,11.323152709359606,14.898522167487684,0.014778325123152709,0.014778325123152709,0.015763546798029555,0.12512315270935961,0.13793103448275862,1.5261083743842365,7.593103448275862,7.392118226600985,8.932019704433497,7.08768472906404,18.783251231527093,24.679802955665025,95.41148541114053,79.66941379310346,33.12888746803069,84.60111524163568,26.455432242990657,53.22983656792645
,1017,1017,1006,990,824,966,334,291,721,302,824,966,0.9331366764995084,0.4464110127826942,0.6145526057030481,0.4896755162241888,9.482792527040315,10.530973451327434,0.0,0.015732546705998034,0.0,0.06096361848574238,0.2448377581120944,1.4001966568338249,6.948869223205507,6.689282202556539,7.946902654867257,6.873156342182891,16.245821042281218,19.069813176007866,95.78541916167667,84.08013745704467,38.657711511789195,85.97864238410594,28.32911407766989,54.931583850931695
,948,948,948,937,816,907,310,277,591,284,816,907,0.45722713864306785,0.13864306784660768,0.4139626352015733,0.26548672566371684,10.261553588987217,10.979351032448378,0.0,0.0,0.0,0.07571288102261553,0.19862340216322516,0.960668633235005,6.12291052114061,5.982300884955753,6.738446411012783,6.0294985250737465,17.02851524090462,19.496558505408064,90.48538709677419,84.0112274368231,45.08768189509306,87.03654929577462,29.792549019607836,53.87945975744211
,956,956,952,936,819,901,336,295,623,291,819,901,0.44553483807654565,0.35328753680078506,0.26104023552502453,0.42983316977428854,15.77134445534838,12.525024533856723,0.0,0.015701668302257114,0.0,0.04612365063788027,0.19627085377821393,1.3150147203140334,6.383709519136408,6.277723258096173,7.425907752698724,6.552502453385673,23.42296368989205,20.95485770363101,90.95708333333334,84.4144406779661,42.20711075441413,84.89865979381443,27.925860805860804,53.43067702552716
,800,800,800,784,734,779,242,224,421,208,734,779,0.26195219123505975,0.1892430278884462,0.2340637450199203,0.20219123505976094,12.729083665338646,15.28784860557769,0.0,0.0,0.0,0.03187250996015936,0.14143426294820718,0.5418326693227091,5.127490039840637,5.084661354581673,6.124501992031872,5.1892430278884465,18.41434262948207,22.30378486055777,85.2723966942149,86.40513392857144,48.93213776722089,90.65120192307693,31.39638964577655,47.25234916559691
,939,939,939,928,812,908,290,283,585,285,812,908,0.41386138613861384,0.21782178217821782,0.4207920792079208,0.4524752475247525,14.711881188118811,10.17029702970297,0.0,0.0,0.0,0.047524752475247525,0.16930693069306932,1.099009900990099,6.054455445544554,6.0554455445544555,7.212871287128713,6.1623762376237625,21.46831683168317,18.277227722772277,96.67079310344829,84.77420494699643,43.189418803418775,85.30073684210527,27.995209359605926,50.5393502202643
,895,895,895,882,793,863,314,267,514,296,793,863,0.33629191321499013,0.21400394477317555,0.27613412228796846,0.2938856015779093,8.781065088757396,11.393491124260356,0.0,0.014792899408284023,0.0,0.0621301775147929,0.19723865877712032,0.8944773175542406,5.661735700197239,5.6923076923076925,6.785996055226825,5.874753451676528,15.291913214990139,19.086785009861934,85.2791082802548,84.43610486891387,44.75805447470817,73.95371621621622,29.442837326607812,51.06391657010428
,815,815,815,799,769,801,240,226,454,220,769,801,0.2765748031496063,0.18700787401574803,0.22933070866141733,0.22933070866141733,16.21456692913386,14.448818897637794,0.0,0.014763779527559055,0.0,0.031496062992125984,0.19980314960629922,0.5866141732283464,5.2795275590551185,5.284448818897638,6.0954724409448815,5.313976377952756,22.93996062992126,21.123031496062993,91.21049999999997,83.68247787610622,48.71969162995595,91.10736363636362,31.073289986996084,46.7395255930087
,804,804,804,794,740,763,241,239,436,216,740,763,0.31037924151696605,0.10878243512974052,0.1407185628742515,0.15768463073852296,15.457085828343313,9.982035928143713,0.0,0.0,0.0,0.0,0.17065868263473055,0.499001996007984,5.294411177644711,5.281437125748503,6.086826347305389,5.388223552894211,22.436127744510976,16.77944111776447,88.08863070539415,84.2357740585774,49.49871559633026,87.81921296296296,32.437162162162146,51.69795543905635
