3700,3700,10609.92,3.77,3880,3880,7329.06,2.38,4038,4038,5896.27,1.56,4187,4187,7343.99,1.97
3785,3785,11098.61,3.90,3940,3940,7594.94,2.26,4029,4029,6020.02,1.64,4204,4204,7451.67,1.98
3598,3598,10683.04,3.87,3756,3756,7389.79,2.34,3910,3910,5988.66,1.65,4048,4048,7717.20,2.20
3602,3602,10327.45,3.76,3758,3758,7349.24,2.36,3887,3887,5637.17,1.50,3970,3970,7191.93,2.13
3569,3569,10303.95,3.75,3730,3730,6885.10,2.19,3828,3828,5379.69,1.46,3943,3943,7205.24,2.20
3727,3727,10815.54,3.85,3964,3964,7624.68,2.22,4005,4005,5880.86,1.61,4203,4203,7306.46,2.03
3725,3725,10638.18,3.82,3881,3881,7275.65,2.18,4005,4005,5677.81,1.46,4124,4124,6908.53,1.84
3703,3703,10683.11,3.78,3868,3868,7254.43,2.20,3964,3964,5697.94,1.54,4138,4138,7282.89,2.12
3881,3881,11616.92,3.98,4044,4044,7733.72,2.22,4178,4178,5936.06,1.47,4300,4300,7639.04,2.09
3706,3706,10822.70,3.77,3877,3877,7267.55,2.23,3948,3948,5667.83,1.53,4087,4087,7104.47,2.00
3713,3713,10959.96,3.88,3929,3929,7605.29,2.21,4050,4050,5896.81,1.51,4161,4161,7368.01,2.10
3671,3671,10931.49,3.85,3851,3851,7560.26,2.27,3897,3897,5806.74,1.61,3988,3988,7213.07,2.09
3638,3638,10506.80,3.78,3795,3795,7267.78,2.37,3974,3974,5936.85,1.54,4104,4104,7056.61,1.87
3813,3813,11102.60,3.77,3887,3887,7468.66,2.39,3977,3977,5821.45,1.59,4080,4080,7082.54,1.96
3710,3710,11053.71,4.00,3915,3915,7490.14,2.28,4004,4004,5840.83,1.56,4167,4167,7196.40,1.95
3631,3631,10563.15,3.95,3800,3800,7103.55,2.30,3906,3906,5618.84,1.54,4056,4056,7455.20,2.23
3594,3594,10333.26,3.78,3791,3791,7378.56,2.31,3904,3904,5828.32,1.61,4079,4079,7151.55,1.91
3683,3683,10784.89,3.83,3856,3856,7267.82,2.25,3948,3948,5741.69,1.61,4095,4095,7030.03,1.88
3744,3744,11197.58,3.89,3907,3907,7682.46,2.30,3985,3985,5758.89,1.56,4097,4097,7229.68,2.07
3667,3667,10909.92,3.96,3842,3842,7457.48,2.20,3946,3946,5914.91,1.57,4047,4047,7702.40,2.42
3673,3673,10870.91,3.89,3893,3893,7616.81,2.42,4009,4009,6200.64,1.80,4142,4142,7447.58,1.98
