22732,22732,109623.76,5.06,24202,24202,103743.68,4.41,24922,24922,97051.59,3.99,24391,24391,102194.36,4.34
22682,22682,109959.78,5.07,24208,24208,103852.46,4.41,24928,24928,97341.35,3.99,24373,24373,103556.69,4.41
23242,23242,113192.16,5.08,24870,24870,106500.32,4.40,25655,25655,100691.57,4.01,25099,25099,106190.91,4.39
22595,22595,110041.25,5.09,24087,24087,103426.94,4.41,24695,24695,97406.78,4.05,24395,24395,102596.63,4.35
22747,22747,111151.87,5.13,24345,24345,104485.93,4.41,25049,25049,98311.11,4.02,24633,24633,104301.99,4.37
23038,23038,112741.93,5.15,24612,24612,106431.01,4.45,25315,25315,99917.13,4.04,25044,25044,105486.15,4.36
22593,22593,109285.22,5.06,24028,24028,103520.67,4.41,24714,24714,97373.79,4.03,24206,24206,102879.88,4.40
22784,22784,110910.99,5.12,24301,24301,104537.13,4.43,25126,25126,98724.07,4.02,24706,24706,103698.17,4.35
22929,22929,112368.03,5.16,24650,24650,105886.63,4.42,25279,25279,99817.03,4.05,24793,24793,105164.76,4.40
22753,22753,110731.97,5.10,24376,24376,104478.75,4.40,25131,25131,98564.92,4.01,24778,24778,104513.34,4.36
22817,22817,110588.63,5.09,24321,24321,104435.17,4.41,25126,25126,99047.04,4.03,24666,24666,103722.07,4.34
22658,22658,109744.47,5.09,24060,24060,103955.72,4.44,24795,24795,97731.58,4.02,24398,24398,102386.41,4.32
22740,22740,111533.35,5.12,24346,24346,104949.46,4.44,25118,25118,98435.63,4.01,24610,24610,104277.60,4.37
22889,22889,111072.16,5.11,24334,24334,104436.37,4.41,25106,25106,98928.62,4.05,24691,24691,104213.62,4.38
22919,22919,111555.01,5.11,24479,24479,104838.59,4.39,25109,25109,98680.66,4.01,24714,24714,104225.54,4.38
22933,22933,111940.58,5.12,24467,24467,105996.22,4.46,25308,25308,99232.41,4.01,24680,24680,104548.61,4.40
22921,22921,111900.11,5.13,24571,24571,105271.63,4.39,25232,25232,99559.43,4.04,24744,24744,104805.58,4.38
22667,22667,109485.58,5.07,24277,24277,103412.70,4.35,24956,24956,97253.98,3.99,24603,24603,102821.07,4.30
22811,22811,109828.75,5.02,24217,24217,104009.74,4.42,24873,24873,98063.43,4.05,24438,24438,103357.06,4.39
22820,22820,111063.11,5.13,24390,24390,104979.49,4.41,25071,25071,98544.51,4.03,24710,24710,104417.02,4.37
23003,23003,112096.88,5.10,24550,24550,105457.72,4.41,25333,25333,99550.66,4.02,24858,24858,105063.91,4.37
22566,22566,109424.42,5.09,24052,24052,102890.95,4.39,24867,24867,97464.40,4.00,24368,24368,102738.47,4.37
22935,22935,111399.35,5.09,24394,24394,105409.90,4.45,25112,25112,98879.26,4.04,24659,24659,104472.34,4.38
22632,22632,109565.63,5.08,24128,24128,103301.64,4.41,24852,24852,97711.26,4.04,24441,24441,102674.30,4.34
22699,22699,110249.72,5.09,24360,24360,103616.74,4.36,24908,24908,97497.72,4.02,24608,24608,103072.67,4.32
22979,22979,111987.73,5.11,24484,24484,105668.20,4.42,25172,25172,99521.16,4.05,24724,24724,104725.65,4.39
22588,22588,109723.79,5.10,24114,24114,103050.66,4.39,24766,24766,96986.48,4.01,24313,24313,102574.53,4.37
22942,22942,110246.08,5.05,24412,24412,104935.22,4.42,25184,25184,98760.36,4.01,24673,24673,104218.02,4.36
22989,22989,112587.79,5.16,24605,24605,106202.50,4.45,25268,25268,100013.96,4.07,24925,24925,105977.13,4.42
22783,22783,110530.86,5.08,24268,24268,104092.99,4.41,25024,25024,98372.81,4.03,24674,24674,103675.99,4.33
23048,23048,112359.17,5.10,24613,24613,105282.05,4.38,25348,25348,99563.75,4.02,24860,24860,104572.70,4.34
22834,22834,111158.40,5.12,24365,24365,105185.23,4.44,25011,25011,98315.74,4.02,24690,24690,104308.25,4.36
22788,22788,110825.08,5.10,24330,24330,104407.48,4.42,24991,24991,97988.73,4.02,24546,24546,103479.86,4.38
22744,22744,109945.73,5.09,24244,24244,103821.92,4.40,25058,25058,97687.27,3.98,24511,24511,103204.89,4.35
22982,22982,111651.99,5.10,24550,24550,105237.34,4.41,25226,25226,99635.77,4.05,24755,24755,104572.39,4.39
23070,23070,112446.27,5.10,24544,24544,105907.54,4.43,25348,25348,99541.97,4.02,24953,24953,105094.79,4.37
22901,22901,111043.99,5.09,24400,24400,104333.16,4.39,25029,25029,98277.07,4.01,24598,24598,103803.45,4.36
22932,22932,111846.28,5.11,24572,24572,105284.87,4.40,25212,25212,98960.44,4.03,24763,24763,105035.16,4.38
22712,22712,110369.03,5.10,24192,24192,103929.17,4.42,24813,24813,97382.90,4.01,24371,24371,102976.06,4.38
22893,22893,110966.23,5.07,24439,24439,104741.16,4.40,25116,25116,98258.57,4.00,24558,24558,104088.10,4.39
22937,22937,111214.43,5.08,24305,24305,104668.33,4.43,25049,25049,98741.63,4.03,24610,24610,103721.51,4.37
22896,22896,111694.18,5.13,24470,24470,105872.93,4.45,25121,25121,99043.22,4.04,24888,24888,104879.98,4.33
22583,22583,110280.79,5.15,24171,24171,103686.15,4.41,24992,24992,97641.06,4.00,24583,24583,102900.48,4.32
22668,22668,109341.02,5.05,24106,24106,103457.60,4.40,24678,24678,97160.16,4.03,24372,24372,102919.21,4.37
23070,23070,113203.35,5.16,24634,24634,106415.57,4.44,25257,25257,100442.53,4.08,24822,24822,106037.88,4.44
22865,22865,110251.15,5.07,24270,24270,104037.66,4.40,24966,24966,97291.21,3.99,24499,24499,103203.05,4.36
22428,22428,109022.12,5.09,23937,23937,102742.33,4.40,24737,24737,96821.44,3.99,24360,24360,102283.33,4.32
22708,22708,109941.18,5.08,24152,24152,103777.88,4.40,24794,24794,97501.80,4.03,24424,24424,103223.23,4.37
22899,22899,111321.96,5.09,24342,24342,105015.64,4.44,24993,24993,98576.04,4.04,24535,24535,104618.25,4.41
22864,22864,110565.69,5.07,24312,24312,104270.47,4.39,25008,25008,98499.64,4.03,24650,24650,103864.11,4.34
