1.00,607,607,2.66,48295.89,78.15,626,626,2.64,35751.25,55.44,624,624,2.65,35495.83,55.32,615,615,2.64,48817.74,77.98,605,605,2.73,52691.86,88.81,598,598,2.74,53030.08,91.23,617,617,2.66,50484.98,82.76
1.00,648,648,2.79,50281.80,77.34,658,658,2.79,33946.92,52.47,659,659,2.78,34137.46,52.86,657,657,2.78,48616.17,73.53,644,644,2.83,54262.43,86.19,645,645,2.82,52542.47,82.76,645,645,2.84,49783.52,78.62
1.00,581,581,2.60,44517.01,77.30,608,608,2.53,34003.45,54.99,605,605,2.53,33840.53,54.95,605,605,2.51,45392.98,74.04,595,595,2.54,49503.83,83.74,589,589,2.59,47494.83,82.69,593,593,2.57,46391.65,80.02
1.00,604,604,2.71,46095.94,76.77,614,614,2.70,34139.69,54.31,617,617,2.70,34222.63,54.25,624,624,2.64,48605.34,78.26,611,611,2.71,52697.85,87.22,617,617,2.70,49087.80,80.87,612,612,2.68,50489.96,81.29
1.00,644,644,2.57,49813.64,77.96,665,665,2.56,36615.19,55.80,663,663,2.56,36421.06,55.34,649,649,2.57,48754.44,74.51,644,644,2.61,53897.84,83.64,654,654,2.61,52307.34,82.60,647,647,2.60,53761.58,86.27
1.00,590,590,2.48,44986.40,75.98,610,610,2.49,32550.31,52.85,611,611,2.48,32646.69,53.11,593,593,2.48,44107.59,75.45,593,593,2.48,47676.48,82.12,594,594,2.48,48280.96,83.98,596,596,2.48,45736.83,77.78
1.00,622,622,2.72,48904.79,78.13,627,627,2.74,34393.43,54.31,626,626,2.74,34161.22,54.00,626,626,2.66,49050.12,77.56,626,626,2.71,53709.23,86.39,615,615,2.76,50227.53,81.82,625,625,2.68,49548.05,78.88
1.00,659,659,2.69,48448.28,71.79,676,676,2.70,35601.15,52.06,675,675,2.71,35072.77,51.16,656,656,2.74,47672.84,72.16,666,666,2.74,53670.92,81.53,666,666,2.74,51482.76,79.75,660,660,2.74,49664.78,76.52
1.00,591,591,2.62,48419.47,83.56,606,606,2.60,34734.58,56.33,607,607,2.60,34821.86,56.16,592,592,2.58,47611.59,82.61,602,602,2.58,53251.76,92.13,591,591,2.64,49468.55,87.33,599,599,2.59,49743.97,83.08
1.00,652,652,2.77,48889.34,75.11,670,670,2.74,36085.13,52.12,665,665,2.75,35735.65,52.50,652,652,2.73,48903.21,75.36,647,647,2.77,54478.84,87.22,657,657,2.77,52848.66,84.17,659,659,2.75,50910.45,78.75
2.00,559,559,2.50,42842.57,77.43,594,594,2.53,33717.50,54.41,592,592,2.51,33521.57,54.80,573,573,2.49,43544.44,76.97,556,556,2.55,47453.04,86.90,563,563,2.53,46568.58,86.07,574,574,2.46,44885.50,77.28
2.00,597,597,2.65,45561.71,76.83,613,613,2.67,33246.64,53.78,621,621,2.64,33277.87,53.12,606,606,2.57,44994.23,75.89,587,587,2.66,48532.90,86.16,594,594,2.64,47976.97,82.20,601,601,2.61,47496.23,81.52
2.00,607,607,2.79,44185.58,73.25,636,636,2.76,33802.21,51.54,638,638,2.76,33059.55,50.64,628,628,2.69,45757.06,74.74,624,624,2.75,50844.90,86.91,608,608,2.85,48632.42,83.95,635,635,2.72,49750.97,82.22
2.00,620,620,2.68,46852.29,75.06,642,642,2.66,34595.59,52.79,640,640,2.66,34071.52,52.14,651,651,2.57,47038.96,73.23,660,660,2.55,53084.16,85.95,640,640,2.70,50801.69,80.02,654,654,2.60,49791.05,79.71
2.00,604,604,2.70,43845.95,70.76,629,629,2.67,33516.31,53.55,625,625,2.71,32640.60,51.87,620,620,2.65,43760.01,69.78,625,625,2.64,49755.85,82.96,614,614,2.67,47055.63,77.33,617,617,2.64,45437.13,74.31
2.00,593,593,2.60,41998.24,69.83,632,632,2.56,32226.21,49.35,627,627,2.57,31955.11,49.76,616,616,2.53,43186.59,69.06,601,601,2.58,48451.14,82.23,598,598,2.65,43316.38,75.76,599,599,2.50,43332.61,72.49
2.00,609,609,2.47,44524.31,72.74,625,625,2.48,32942.62,51.90,623,623,2.49,32479.01,51.88,612,612,2.51,43275.45,69.76,605,605,2.54,48175.76,80.55,619,619,2.54,46960.37,76.80,611,611,2.46,45534.38,75.86
2.00,571,571,2.58,44266.48,78.78,594,594,2.57,33755.57,55.61,601,601,2.55,33729.99,54.90,592,592,2.48,45139.27,77.37,572,572,2.57,48448.84,88.62,599,599,2.51,48764.50,82.88,565,565,2.55,45936.55,81.85
2.00,592,592,2.44,44798.27,77.95,609,609,2.43,35278.12,59.04,609,609,2.44,35101.66,58.70,586,586,2.42,47457.85,81.23,580,580,2.46,51033.78,89.32,578,578,2.46,50227.92,90.19,583,583,2.48,48780.87,86.19
2.00,623,623,2.76,47651.04,75.35,627,627,2.80,33140.12,51.92,630,630,2.79,33157.28,51.33,623,623,2.76,45572.47,72.12,630,630,2.78,52352.59,86.40,628,628,2.78,50112.59,83.01,621,621,2.74,47388.20,75.97
3.00,650,650,2.82,46440.65,73.07,686,686,2.87,34377.29,49.13,687,687,2.85,33671.33,47.80,647,647,2.75,46982.06,73.14,641,641,2.81,52126.39,85.83,656,656,2.78,49248.82,79.43,655,655,2.71,47699.29,75.27
3.00,598,598,2.47,43543.08,76.59,608,608,2.49,34006.36,55.30,613,613,2.49,33685.45,54.71,588,588,2.45,44464.21,74.92,588,588,2.52,48618.65,84.86,599,599,2.54,46281.32,77.95,600,600,2.48,45649.15,77.96
3.00,565,565,2.60,42996.35,75.92,602,602,2.60,33921.84,56.51,610,610,2.57,33532.47,55.36,579,579,2.53,44602.00,77.32,574,574,2.56,50305.96,90.50,589,589,2.53,48274.93,81.56,581,581,2.50,45483.09,79.63
3.00,618,618,2.52,40441.71,64.56,616,616,2.64,31631.17,51.64,607,607,2.67,31292.01,51.20,612,612,2.55,41687.31,69.98,623,623,2.53,46303.58,77.50,594,594,2.69,45971.96,80.86,619,619,2.58,43215.09,71.39
3.00,594,594,2.53,44376.32,74.51,609,609,2.64,32310.82,50.90,608,608,2.63,32080.63,51.10,614,614,2.51,44764.99,72.51,596,596,2.56,49315.94,86.06,577,577,2.61,46570.60,83.26,606,606,2.53,45724.69,78.33
3.00,554,554,2.48,40500.17,71.97,599,599,2.46,33043.16,54.44,605,605,2.47,32750.96,53.15,564,564,2.40,42000.15,76.00,559,559,2.43,45847.28,85.67,571,571,2.44,45961.13,84.26,572,572,2.41,43264.46,80.17
3.00,596,596,2.40,42683.39,71.28,635,635,2.40,33352.54,50.57,635,635,2.40,33224.52,50.45,601,601,2.41,41875.49,68.91,591,591,2.48,48092.40,82.03,597,597,2.46,45362.20,77.12,602,602,2.47,44041.41,73.46
3.00,593,593,2.61,43763.79,74.00,627,627,2.66,33161.22,51.87,627,627,2.63,32704.19,51.32,582,582,2.65,43493.69,73.94,573,573,2.72,45567.47,78.63,595,595,2.69,45261.52,75.74,583,583,2.74,43746.37,74.03
3.00,590,590,2.52,43800.42,75.14,616,616,2.57,33588.60,53.54,623,623,2.55,33770.14,53.18,597,597,2.54,45174.01,78.33,575,575,2.62,50093.60,89.81,567,567,2.66,47212.22,86.56,585,585,2.51,45471.95,81.53
3.00,574,574,2.59,43151.56,74.88,623,623,2.58,32158.64,52.80,629,629,2.57,32297.26,51.25,604,604,2.54,42977.33,72.24,603,603,2.59,48219.00,83.02,600,600,2.60,45309.63,80.28,602,602,2.60,45646.42,78.72
4.00,559,559,2.38,41521.11,76.82,602,602,2.42,34470.15,57.10,599,599,2.39,33612.03,55.30,579,579,2.30,41708.40,70.72,590,590,2.28,46456.44,78.75,603,603,2.30,45686.25,77.92,587,587,2.29,44250.77,76.37
4.00,615,615,2.62,43150.20,70.20,642,642,2.71,33560.66,51.67,639,639,2.73,33555.08,52.37,628,628,2.57,44090.63,69.93,612,612,2.66,48745.91,82.72,596,596,2.65,46855.91,81.09,606,606,2.63,43626.48,75.71
4.00,549,549,2.47,40015.86,75.63,584,584,2.51,31485.57,53.27,583,583,2.51,30917.60,52.83,543,543,2.48,38946.38,74.69,545,545,2.50,43070.41,82.41,547,547,2.51,43270.07,83.33,574,574,2.43,39648.43,70.90
4.00,604,604,2.50,40909.19,67.45,629,629,2.53,32458.56,50.78,632,632,2.54,31657.69,48.59,580,580,2.55,40376.09,68.85,599,599,2.57,46994.42,81.10,588,588,2.63,43649.07,76.81,616,616,2.44,42621.45,68.74
4.00,558,558,2.44,39313.23,72.44,583,583,2.48,32535.27,55.50,586,586,2.46,32251.41,54.03,577,577,2.39,41627.88,73.57,573,573,2.36,45856.55,84.44,565,565,2.45,43455.42,77.86,560,560,2.35,43356.07,78.70
4.00,542,542,2.43,40099.02,72.04,575,575,2.47,33216.36,58.06,578,578,2.49,32744.92,56.18,548,548,2.42,41454.98,78.10,553,553,2.45,46113.63,86.55,562,562,2.45,42934.43,78.97,552,552,2.50,43700.13,79.96
4.00,538,538,2.42,39786.87,78.23,582,582,2.40,31958.46,54.48,587,587,2.37,32351.45,53.26,557,557,2.32,40755.62,73.66,538,538,2.39,44320.78,84.89,553,553,2.43,41397.16,79.81,563,563,2.28,42068.36,74.57
4.00,580,580,2.52,39101.34,65.90,604,604,2.55,31715.61,52.38,611,611,2.53,30994.62,50.55,604,604,2.45,39618.40,64.35,585,585,2.57,45663.96,82.22,579,579,2.58,43751.06,79.23,597,597,2.47,42678.42,74.88
4.00,529,529,2.24,35625.17,65.97,578,578,2.18,30100.63,50.74,570,570,2.20,29444.17,50.23,534,534,2.18,36425.06,66.38,521,521,2.21,40046.95,78.77,539,539,2.25,39719.82,77.75,535,535,2.23,38325.34,71.65
4.00,563,563,2.57,42046.74,74.66,603,603,2.64,30947.66,49.38,609,609,2.63,31175.83,49.51,598,598,2.47,41724.11,66.49,572,572,2.54,46177.99,80.95,583,583,2.54,42691.45,73.83,558,558,2.61,41229.37,72.74
5.00,605,605,2.78,42199.57,72.83,633,633,2.88,31881.36,51.30,633,633,2.88,31974.48,51.26,608,608,2.68,42025.74,69.93,595,595,2.79,48318.17,86.02,599,599,2.76,44600.87,79.94,595,595,2.75,43965.70,74.38
5.00,559,559,2.33,37578.97,67.72,590,590,2.47,30786.76,51.02,589,589,2.44,29592.79,48.41,560,560,2.34,38013.05,70.30,547,547,2.33,42864.88,81.88,569,569,2.30,40651.31,73.30,557,557,2.25,41567.04,77.74
5.00,559,559,2.46,38261.29,68.64,569,569,2.57,31203.29,52.50,575,575,2.56,30472.06,50.28,568,568,2.40,39328.28,68.93,551,551,2.46,43479.98,80.82,537,537,2.48,41474.61,82.07,558,558,2.44,42211.84,78.73
5.00,551,551,2.14,39462.38,69.95,573,573,2.27,30740.27,53.98,563,563,2.28,30131.83,54.63,523,523,2.26,37172.61,73.70,528,528,2.27,39842.74,79.76,526,526,2.28,39640.71,78.07,552,552,2.11,38672.98,69.46
5.00,571,571,2.60,39262.19,68.47,628,628,2.61,32602.24,52.53,625,625,2.59,31344.97,51.81,593,593,2.46,40560.46,70.10,568,568,2.51,45311.00,82.81,567,567,2.61,43024.77,82.55,564,564,2.61,41627.00,75.26
5.00,578,578,2.60,41379.13,73.46,633,633,2.62,33488.56,52.30,630,630,2.60,33362.76,52.52,602,602,2.53,42707.25,71.37,590,590,2.58,47786.30,83.72,587,587,2.71,43626.56,80.60,608,608,2.53,42991.32,67.84
5.00,508,508,2.36,36998.42,77.39,531,531,2.46,28331.68,52.12,536,536,2.42,28395.17,51.04,522,522,2.22,36030.49,69.91,506,506,2.25,38370.78,77.08,505,505,2.32,38364.18,82.89,500,500,2.33,37502.37,79.27
5.00,503,503,2.36,36122.45,74.96,542,542,2.37,29186.54,52.42,542,542,2.35,30000.88,54.31,503,503,2.24,37584.46,80.09,504,504,2.29,40167.40,86.28,504,504,2.29,40342.11,86.79,516,516,2.26,37902.62,78.42
5.00,561,561,2.37,38637.13,68.66,592,592,2.42,31072.88,50.05,584,584,2.45,29746.16,48.96,553,553,2.39,39773.09,72.13,552,552,2.37,43637.76,79.16,550,550,2.41,40643.33,74.86,565,565,2.35,41639.61,72.29
5.00,546,546,2.63,38576.45,69.10,608,608,2.60,32222.39,52.35,602,602,2.62,31451.01,52.04,572,572,2.56,40163.09,73.30,548,548,2.62,43579.29,88.55,556,556,2.69,42184.00,78.20,562,562,2.53,40052.13,70.66
