1,179,179,1089.30,6.48, 1.13, 0.20,200,200,1086.08,5.46, 1.11, 0.22,208,208,1033.92,5.11, 1.17, 0.24,210,210,1088.11,5.28, 1.18, 0.25
1,171,171,1007.30,6.36, 1.19, 0.20,185,185,941.06,5.20, 1.30, 0.24,206,206,926.65,4.51, 1.28, 0.26,196,196,1006.58,5.22, 1.19, 0.23
1,120,120,707.88,6.79, 1.08, 0.13,133,133,679.87,5.23, 1.14, 0.15,140,140,702.53,5.13, 1.03, 0.14,150,150,680.96,4.54, 1.03, 0.16
1,208,208,1168.23,5.74, 1.15, 0.24,217,217,1128.97,5.27, 1.32, 0.29,225,225,1051.65,4.64, 1.36, 0.31,216,216,1095.09,5.26, 1.34, 0.29
1,147,147,906.41,6.85, 1.18, 0.17,171,171,896.65,4.93, 1.26, 0.22,185,185,793.54,3.93, 1.30, 0.24,176,176,859.58,4.55, 1.20, 0.21
1,146,146,818.46,6.28, 1.05, 0.15,159,159,800.28,5.18, 1.11, 0.18,176,176,811.47,4.68, 1.06, 0.19,171,171,806.53,4.92, 1.11, 0.19
1,125,125,782.80,6.76, 1.07, 0.13,155,155,782.93,5.15, 1.08, 0.17,158,158,767.69,4.87, 1.08, 0.17,160,160,753.97,4.87, 1.03, 0.17
1,120,120,710.53,6.20, 1.01, 0.12,135,135,719.48,5.45, 1.01, 0.14,139,139,660.93,4.85, 1.01, 0.14,147,147,673.43,4.77, 1.01, 0.15
1,121,121,701.50,6.09, 1.02, 0.12,131,131,680.51,5.06, 1.02, 0.13,133,133,656.08,5.04, 1.02, 0.14,146,146,644.48,4.37, 1.00, 0.15
1,132,132,781.02,6.16, 1.05, 0.14,135,135,735.38,5.75, 1.03, 0.14,145,145,759.96,5.19, 1.03, 0.15,154,154,735.45,4.92, 1.02, 0.16
1,150,150,875.00,6.02, 1.05, 0.16,164,164,861.70,5.46, 1.15, 0.19,178,178,827.34,4.75, 1.13, 0.20,169,169,867.96,5.19, 1.12, 0.19
1,135,135,812.54,5.91, 1.07, 0.14,143,143,794.79,5.53, 1.00, 0.14,148,148,731.11,4.94, 1.03, 0.15,159,159,740.95,4.65, 1.01, 0.16
1,167,167,961.18,6.21, 1.09, 0.18,176,176,960.76,5.66, 1.11, 0.20,191,191,879.52,4.66, 1.05, 0.20,188,188,859.70,4.64, 1.06, 0.20
1,136,136,776.97,5.91, 1.10, 0.15,152,152,790.79,5.33, 1.09, 0.17,154,154,765.05,5.05, 1.15, 0.18,156,156,726.74,4.65, 1.15, 0.18
1,142,142,818.04,6.13, 1.02, 0.15,159,159,831.53,5.51, 1.05, 0.17,161,161,759.27,5.13, 1.09, 0.18,161,161,768.15,5.27, 1.07, 0.17
1,150,150,903.19,6.73, 1.07, 0.16,164,164,889.13,5.64, 1.12, 0.18,175,175,844.69,4.88, 1.13, 0.20,172,172,839.18,4.88, 1.12, 0.19
1,189,189,994.12,5.29, 1.17, 0.22,187,187,959.63,5.12, 1.16, 0.22,199,199,915.91,4.61, 1.20, 0.24,193,193,906.36,4.82, 1.19, 0.23
1,115,115,678.99,6.45, 1.07, 0.12,130,130,729.21,6.26, 1.00, 0.13,131,131,689.51,5.22, 1.01, 0.13,136,136,650.29,4.67, 1.05, 0.14
1,152,152,865.29,5.71, 1.06, 0.16,160,160,837.63,5.23, 1.09, 0.17,165,165,787.86,5.06, 1.10, 0.18,168,168,797.75,4.89, 1.09, 0.18
1,124,124,798.60,6.85, 1.04, 0.13,149,149,778.15,5.38, 1.07, 0.16,161,161,769.58,5.02, 1.07, 0.17,166,166,753.48,4.96, 1.12, 0.19
2,255,255,1586.64,6.74, 1.21, 0.31,275,275,1568.56,6.13, 1.19, 0.33,294,294,1540.31,5.39, 1.26, 0.37,295,295,1462.92,5.00, 1.20, 0.36
2,248,248,1434.67,6.22, 1.16, 0.29,256,256,1381.55,5.84, 1.25, 0.32,268,268,1329.56,5.13, 1.23, 0.33,287,287,1387.08,5.13, 1.16, 0.33
2,239,239,1371.51,6.18, 1.08, 0.26,253,253,1322.68,5.59, 1.14, 0.29,267,267,1280.29,5.17, 1.12, 0.30,269,269,1317.74,5.18, 1.15, 0.31
