10,10,10,98.85,10.71,10,10,21.38,1.81,10,10,9.71,0.57,10,10,24.19,1.66
10,10,10,86.32,9.10,10,10,22.22,1.93,10,10,3.12,0.33,10,10,7.99,0.85
10,10,10,84.56,9.96,10,10,18.01,1.25,10,10,7.37,0.68,10,10,40.76,5.68
10,10,10,94.30,10.27,8,8,25.02,2.64,10,10,27.56,2.36,10,10,53.63,6.24
10,10,10,75.85,9.10,10,10,18.19,1.39,10,10,13.19,1.00,10,10,29.09,3.76
10,10,10,72.32,8.51,10,10,16.91,1.32,10,10,6.89,0.59,10,10,59.02,6.26
10,10,10,64.17,6.59,10,10,23.92,1.78,10,10,6.33,0.55,10,10,33.52,3.49
10,9,9,85.20,9.88,10,10,23.70,2.36,10,10,9.49,0.78,10,10,29.13,3.44
10,7,7,60.47,9.42,9,9,36.57,4.03,9,9,13.52,1.08,9,9,65.25,9.59
10,9,9,56.50,7.06,10,10,28.25,2.49,10,10,16.77,1.24,10,10,23.89,1.53
10,7,7,64.29,9.98,10,10,31.71,2.74,10,10,18.51,1.46,10,10,6.26,0.56
10,9,9,86.58,10.26,9,9,34.36,3.37,9,9,15.36,1.41,9,9,29.01,3.51
10,8,8,66.99,9.66,9,9,28.64,2.13,9,9,24.97,2.27,8,8,60.25,7.29
10,9,9,60.93,7.22,9,9,19.91,2.02,9,9,6.83,0.71,9,9,42.55,4.79
10,9,9,93.25,11.06,9,9,17.97,1.38,9,9,7.42,0.69,9,9,27.15,2.56
10,10,10,87.32,9.90,10,10,30.53,3.03,10,10,9.71,0.71,10,10,56.83,5.94
10,10,10,71.97,6.24,10,10,26.05,2.21,10,10,5.05,0.57,10,10,15.91,1.34
10,8,8,68.38,9.43,10,10,27.37,1.90,10,10,22.39,1.69,10,10,42.42,5.64
10,10,10,63.04,7.10,10,10,44.31,4.09,10,10,24.32,1.94,10,10,54.43,5.19
10,10,10,80.64,9.41,10,10,20.10,1.43,10,10,13.08,1.02,10,10,18.66,2.29
20,14,14,117.04,8.33,17,17,82.95,4.51,20,20,55.23,2.09,20,20,67.42,2.42
20,20,20,122.97,6.54,18,18,58.66,2.95,19,19,41.95,1.85,19,19,61.96,3.00
20,16,16,141.72,9.77,20,20,80.67,3.87,20,20,55.07,2.47,20,20,71.20,4.54
20,18,18,122.62,7.46,19,19,60.26,2.56,20,20,34.24,1.16,20,20,88.19,4.40
