1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,15.353,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.013,0.000,19.005, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,42.199, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.003,0.000,13.270, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,56.914, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.001,0.000,0.000,0.000,0.000,38.692, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,4.028,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.000,41.134, , ,0.000,0.000,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000,0.001,61.017, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,15.504,0.001,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.531,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,15.727,53.490, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,35.716,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,29.449,14.491, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.084,0.000,57.804, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.034,0.000,0.003,0.000,15.202,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.212,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000,0.000,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,0.000,0.266,0.000,33.340,53.506, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,6.318,0.000,0.000,0.000,50.340,60.787, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,0.002,4.618,0.000,0.000,31.516,0.002, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,0.002,0.019,0.000,0.053,100.004,39.007, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,0.000,0.000,0.000,0.002,82.324, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,20.061,0.000,0.063,36.592,68.055,63.300, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,24.127,0.000,0.000,0.000,62.376, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,0.000,0.000,0.000,0.000,0.120,104.140, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,17.932,0.000,0.000,0.000,0.009,10.702, , ,0.000,0.000,0.000,0.000,0.000,0.000
4,5.206,0.033,0.000,0.000,2.653,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,6.814,33.470,0.000,0.005,84.706,81.078, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,41.822,7.925,0.000,20.627,79.962,32.155, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,0.021,22.111,0.002,6.182,13.790,37.262, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,6.034,0.000,6.578,5.970,0.000,65.432, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,0.002,0.000,0.000,8.095,63.076,62.581, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,17.804,17.433,0.000,34.358,0.000,79.085, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,0.000,0.000,0.000,35.377,80.934, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,11.091,6.933,4.712,59.685,15.880, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,0.000,0.004,5.678,46.197,98.561, , ,0.000,0.000,0.000,0.000,0.000,0.000
5,0.000,0.000,11.819,0.007,0.102,0.002, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,17.557,0.000,0.000,33.740,14.420,191.662, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,5.761,16.279,21.913,0.001,0.000,14.579, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,26.592,0.000,0.000,6.732,40.005,18.034, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,0.027,0.049,0.000,0.002,0.071,80.044, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,43.294,13.551,0.000,12.068,0.012,63.610, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,43.626,0.005,0.001,0.001,11.029,13.769, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,2.878,17.379,0.001,0.000,27.776,143.168, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,27.507,0.000,5.316,0.000,82.097,122.354, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,58.721,13.656,0.000,21.069,79.882,85.397, , ,0.000,0.000,0.000,0.000,0.000,0.000
6,7.170,0.000,12.900,34.206,10.121,0.000, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,53.524,0.000,0.000,0.003,75.927,81.091, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,21.822,52.469,24.556,115.538,82.202, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,43.526,0.000,7.472,11.336,120.078, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,51.549,52.505,23.269,91.126,103.991, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,6.140,42.653,0.000,0.004,64.884,101.631, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,5.323,0.000,0.000,96.141,15.423, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,0.002,34.336,4.370,50.826,61.263,62.571, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,45.205,43.353,4.353,0.000,64.509,108.689, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,35.271,5.271,21.474,67.929,133.435, , ,0.000,0.000,0.000,0.000,0.000,0.000
7,0.000,0.048,52.030,0.001,97.605,217.283, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,24.762,52.150,0.000,32.936,79.452,169.289, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,0.000,30.718,0.000,4.661,77.346,39.413, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,16.490,5.004,0.000,14.441,48.468,36.940, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,26.038,6.098,80.975,43.736,14.433,61.428, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,46.139,0.000,13.806,25.461,68.306,63.072, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,0.165,23.768,24.780,0.000,61.677,174.947, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,25.315,0.000,35.345,4.699,91.870,150.755, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,0.000,5.484,25.381,6.226,33.741,16.729, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,0.000,51.531,36.501,24.772,30.203,146.054, , ,0.000,0.000,0.000,0.000,0.000,0.000
8,0.014,37.837,52.697,31.668,67.307,40.801, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,44.541,0.003,58.458,31.193,193.636,130.656, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,62.981,15.516,0.000,40.960,64.330,171.753, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,52.789,79.261,86.187,32.853,76.241,175.659, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,63.033,65.491,12.377,24.748,99.173,171.132, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,100.936,14.023,53.224,16.774,16.704,108.625, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,75.250,12.075,49.983,23.634,17.044,121.990, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,52.070,0.000,23.173,48.729,130.760,259.990, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,25.657,52.304,31.744,5.212,123.009,56.479, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,17.173,0.000,44.214,15.496,83.645,123.828, , ,0.000,0.000,0.000,0.000,0.000,0.000
9,20.681,37.483,4.158,20.674,121.909,121.596, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,62.109,5.744,79.951,72.001,179.710,126.313, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,15.547,0.002,23.519,50.675,123.208,153.394, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,28.435,72.874,86.246,46.121,142.729,233.106, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,38.399,30.351,5.908,50.903,181.401,208.807, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,56.730,81.029,39.899,51.170,158.381,104.313, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,23.376,14.109,17.029,97.259,145.481,208.658, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,46.046,42.314,71.396,50.552,190.023,249.448, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,26.547,20.992,66.724,16.740,75.825,123.312, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,0.001,60.339,27.444,59.278,161.669,365.266, , ,0.000,0.000,0.000,0.000,0.000,0.000
10,64.629,71.489,56.391,79.873,111.292,163.612, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,109.473,114.375,107.508,139.001,280.527,320.704, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,94.720,188.182,144.465,153.969,354.113,563.415, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,107.299,200.207,157.717,189.729,280.157,415.338, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,95.178,154.306,51.691,105.256,346.314,257.783, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,93.034,165.924,210.658,163.640,224.033,335.055, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,228.468,99.873,81.735,67.339,376.966,312.668, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,140.389,60.567,143.515,131.841,204.203,210.078, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,158.295,228.826,165.817,85.874,195.644,400.314, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,175.725,52.843,63.104,121.150,311.008,398.108, , ,0.000,0.000,0.000,0.000,0.000,0.000
20,147.874,162.443,140.777,173.439,191.365,364.112, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,176.467,213.785,204.102,236.822,595.592,593.391, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,217.926,281.018,120.729,218.735,543.926,782.774, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,233.969,227.450,234.857,213.560,533.824,543.907, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,283.133,198.165,307.760,276.161,446.277,686.103, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,177.980,210.223,219.307,151.174,348.162,644.178, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,148.146,180.718,172.587,246.379,387.096,511.806, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,226.113,248.321,256.878,176.238,506.492,879.964, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,230.869,253.146,213.159,248.495,418.529,768.385, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,185.632,203.114,182.321,258.845,486.505,627.349, , ,0.000,0.000,0.000,0.000,0.000,0.000
30,334.283,209.049,207.046,268.713,313.149,524.933, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,328.210,341.611,315.927,382.066,375.200,892.581, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,319.580,294.400,349.033,297.612,617.708,1123.189, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,348.949,306.567,375.127,326.472,744.035,942.684, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,221.521,328.085,311.457,334.105,428.858,804.356, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,320.172,260.641,220.067,374.669,550.523,858.736, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,300.744,337.555,381.991,315.516,514.702,634.427, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,303.534,388.676,374.911,378.640,658.708,726.458, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,228.529,218.458,286.269,364.248,483.504,919.295, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,376.365,201.818,301.865,264.984,683.979,838.382, , ,0.000,0.000,0.000,0.000,0.000,0.000
40,223.487,366.034,295.037,342.226,581.301,852.454, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,426.990,516.367,403.251,430.350,884.751,1126.716, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,339.900,439.743,475.192,369.036,791.775,1126.733, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,457.467,460.680,488.175,363.395,654.426,1000.261, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,434.638,409.611,438.872,446.405,647.198,742.101, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,412.248,438.448,512.483,387.292,909.361,1075.973, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,349.906,397.202,402.249,377.966,970.565,1182.503, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,443.824,429.894,462.951,639.887,762.115,807.658, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,481.140,483.963,374.623,515.016,649.141,1287.151, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,341.240,374.676,391.895,456.948,805.525,897.256, , ,0.000,0.000,0.000,0.000,0.000,0.000
50,584.272,452.787,432.866,334.258,857.379,1083.064, , ,0.000,0.000,0.000,0.000,0.000,0.000
60,616.581,438.791,473.690,500.735,918.937,1163.062, , ,0.000,0.000,0.000,0.000,0.000,0.000
60,538.318,490.643,448.766,547.424,887.427,1397.551, , ,0.000,0.000,0.000,0.000,0.000,0.000
