1001
1,1904,1987,1,0,0,8,2,30;166;349;203;383;556;413;721
1,1904,1972,1,0,0,8,2,30;166;349;203;302;556;413;721
1,1867,1939,1,0,0,9,1,67;203;386;240;27;420;593;464;758
1,1817,1894,1,0,0,11,1,117;32;253;38;27;436;290;77;470;643;514
1,1790,1867,1,0,0,11,3,144;59;280;65;72;463;317;104;497;670;541
1,1762,1821,1,0,0,9,1,172;87;308;93;100;491;345;132;525
1,1688,1749,1,0,0,9,1,246;161;382;167;159;565;419;206;599
1,1663,1745,1,0,0,9,2,271;172;407;192;199;590;444;231;624
1,2033,2108,1,0,0,7,1,37;220;69;254;427;286;592
1,2006,2075,1,0,0,7,1,64;224;101;281;454;286;619
1,1998,2061,1,0,0,7,1,72;224;109;289;462;333;627
0,1980,2055,1,0,0,7,0,90;224;124;302;480;351;645
1,1935,2154,1,0,0,7,4,135;318;124;302;525;396;685
0,1934,2001,1,0,0,8,0,0;136;319;124;302;526;397;685
1,1913,1987,1,0,0,8,1,16;157;340;124;302;547;413;712
1,1909,1991,1,0,0,8,1,16;161;344;198;302;551;413;716
1,2243,2299,1,0,0,10,1,10;44;217;88;382;502;901;652;924;643
1,2389,2471,1,0,0,7,4,71;236;356;755;506;778;497
1,2196,2285,1,0,0,9,4,57;91;225;135;429;549;948;699;971
1,2229,2315,1,0,0,9,4,24;58;225;102;396;516;915;666;938
1,2141,2196,1,0,0,5,2,112;146;319;190;484
1,2158,2242,1,0,0,7,2,80;129;302;173;467;587;986
1,2084,2139,1,0,0,6,1,169;23;203;376;247;541
1,2121,2196,1,0,0,5,1,132;166;339;210;504
1,2480,2568,1,0,0,9,4,145;265;664;415;687;406;588;598;787
1,2481,2565,1,0,0,9,1,132;264;663;414;686;405;588;597;786
0,2467,2539,1,16,0,8,0,158;278;677;428;700;419;588;611
0,2469,2519,1,0,0,8,0,156;276;675;426;698;417;588;609
1,2450,2506,1,0,0,8,1,10;174;295;694;445;717;436;630
0,2458,2512,1,0,0,9,0,2;167;287;686;437;709;428;588;620
1,2398,2468,1,0,0,7,3,62;227;347;746;497;769;488
1,2417,2678,1,0,0,7,5,43;208;328;727;478;750;469
0,2712,2787,1,0,0,9,0,33;432;183;455;174;368;366;555;638
1,2691,2774,1,0,0,9,3,54;453;204;476;195;389;387;576;659
1,2727,2815,1,0,0,9,3,18;417;107;440;159;353;351;540;623
1,2719,2789,1,0,0,9,2,26;425;176;448;167;361;359;548;631
1,2524,2819,1,0,0,9,9,79;221;620;371;643;362;549;554;743
1,2521,2604,1,0,0,9,4,104;224;623;374;646;365;549;557;746
0,2673,2734,1,0,0,9,0,72;471;222;494;213;407;405;594;677
1,2525,2729,1,0,0,9,6,79;220;619;370;642;361;549;553;742
1,3105,3168,1,0,0,7,1,39;62;162;245;507;741;695
0,3037,3102,1,0,0,8,0,107;130;43;41;230;313;575;809
1,3166,3250,1,0,0,8,2,1;101;184;446;680;634;1020;1022
1,3113,3163,1,0,0,7,2,31;54;154;237;498;733;687
0,2910,2962,1,0,0,6,0,234;257;170;168;357;440
1,2881,2943,1,0,0,8,2,263;14;286;5;199;197;386;469
1,2934,3223,1,0,0,6,4,199;233;146;144;333;416
1,2920,2979,1,0,0,6,2,224;247;160;158;347;430
1,3360,3421,1,0,0,7,1,252;486;440;826;828;703;873
0,3407,3462,1,0,0,8,0,205;439;393;779;781;656;826;734
1,3411,3670,1,0,0,8,6,201;435;389;775;777;652;822;730
1,3498,3584,1,0,0,8,2,114;348;302;688;690;565;735;643
0,3204,3264,1,0,0,7,0,63;146;408;605;596;982;984
0,3270,3327,1,0,0,7,0,80;342;576;530;916;918;793
0,3283,3351,1,0,0,7,0,67;329;563;517;903;905;780
1,3313,3555,1,0,0,7,6,37;299;533;487;873;875;750
1,3650,3926,1,0,0,7,7,62;150;536;538;413;583;491
0,3661,3722,1,0,0,7,0,60;139;525;527;402;572;480
1,3684,3942,1,0,0,7,4,60;116;502;504;379;549;457
1,3695,3946,1,0,0,7,3,3;105;491;493;368;538;446
1,3514,3796,1,0,0,8,6,98;322;286;672;674;549;719;627
1,3536,3799,1,0,0,8,5,76;293;264;650;652;527;697;605
0,3592,3655,1,0,0,8,0,20;143;208;594;596;471;641;549
1,3611,3681,1,0,0,8,2,1;143;189;575;577;452;622;530
0,122,189,1,0,0,0,0,
0,85,151,1,0,0,0,0,
0,44,319,1,0,0,0,0,
0,168,254,1,0,0,0,0,
0,149,213,1,0,0,0,0,
0,139,217,1,0,0,0,0,
0,134,187,1,0,0,0,0,
0,229,307,1,0,0,0,0,
0,246,305,1,0,0,0,0,
0,197,271,1,0,0,0,0,
0,224,469,1,0,0,0,0,
1,318,544,1,0,0,1,1,913
0,328,390,1,0,0,1,0,785
0,251,330,1,0,0,1,0,980
0,292,379,1,0,0,1,0,939
0,373,434,1,0,0,1,0,785
0,388,476,1,0,0,1,0,785
0,337,414,1,0,0,1,0,785
0,372,453,1,0,0,1,0,785
0,445,529,1,0,0,2,0,785;908
0,458,540,1,0,0,2,0,773;895
0,392,467,1,0,0,1,0,785
0,399,456,1,0,0,1,0,785
1,461,515,1,0,0,2,1,770;892
0,458,527,1,0,0,2,0,773;895
0,525,614,1,0,0,3,0,706;828;904
0,473,532,1,0,0,3,0,727;880;956
0,549,605,1,0,0,3,0,422;804;880
1,529,823,1,0,0,3,2,702;824;900
0,565,620,1,0,0,3,0,422;788;824
1,550,636,1,0,0,3,1,422;803;879
1,745,828,1,0,0,5,1,422;608;684;638;603
0,620,687,1,0,0,3,0,422;733;809
1,801,886,1,0,0,5,2,422;552;623;582;524
1,777,862,1,0,0,5,1,422;576;652;606;524
0,907,994,1,0,0,6,0,324;446;522;476;441;672
1,830,905,1,0,0,5,2,386;523;599;553;518
0,959,1035,1,0,0,7,0,260;394;470;424;389;620;586
1,940,1009,1,0,0,7,3,291;413;489;443;408;639;605
1,974,1038,1,15,0,7,3,257;379;455;409;374;605;571
1,1035,1262,1,0,0,7,6,196;318;394;348;313;544;510
1,1038,1247,1,0,0,7,2,193;260;391;345;310;541;507
1,1055,1108,1,0,0,7,2,176;260;272;328;293;524;490
1,1063,1327,1,0,0,8,5,168;260;272;320;246;516;482;871
1,1065,1125,1,0,0,9,1,166;40;272;318;246;514;480;869;784
1,1110,1194,1,16,0,10,1,121;30;272;273;238;469;435;824;739;960
1,1117,1201,1,0,0,10,2,114;30;272;266;231;462;359;817;732;953
1,1162,1410,1,0,0,10,5,69;30;245;221;186;417;359;772;687;908
1,1176,1256,1,0,0,10,1,55;30;209;207;172;403;359;758;673;894
1,1177,1237,1,0,0,10,1,54;30;209;206;171;402;359;757;612;893
1,1290,1357,1,0,0,11,3,30;139;93;58;289;255;644;559;780;276;565
1,1321,1536,1,0,0,11,4,30;108;62;27;258;224;613;528;749;245;534
1,1449,1525,1,0,0,9,1,130;96;485;400;621;117;406;413;804
1,1543,1755,1,0,0,11,7,36;2;391;306;527;23;312;319;710;564;351
1,1660,1711,1,0,0,9,1,274;189;410;195;202;593;447;234;627
1,6058,6267,1,0,0,13,6,143;1;60;462;239;596;378;831;605;575;584;527;517
1,6063,6118,1,16,0,12,1,138;55;418;234;591;373;826;600;570;579;522;512
1,5993,6067,1,0,0,12,1,205;66;125;527;304;661;443;896;670;640;649;592
1,6045,6116,1,0,0,13,1,156;14;73;475;252;609;391;844;618;588;597;540;530
1,5925,6011,1,0,0,11,1,48;23;225;134;193;595;372;729;511;964;738
0,5934,5999,1,0,0,11,0,39;14;205;125;184;586;363;720;502;955;729
0,5899,5959,1,0,0,11,0,74;49;302;160;219;621;398;755;537;990;764
1,5909,5978,1,0,0,11,1,64;39;292;150;209;611;388;745;527;980;754
1,5845,5903,1,0,0,11,2,78;103;320;214;273;675;452;809;591;1044;818
0,5862,5917,1,0,0,11,0,78;86;320;197;256;658;435;792;574;1027;801
0,5776,5846,1,0,0,10,0,9;78;172;4;320;283;333;737;521;878
1,5814,5877,1,0,0,11,1,78;134;320;245;304;706;483;840;622;1075;849
1,5756,6017,1,0,0,10,6,15;78;192;24;445;303;362;737;541;898
1,5767,5832,1,0,0,10,1,15;78;181;13;320;292;351;737;530;887
