01000_t1000_w01,1029,9,7,9,7,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,78.86333333333333,0.0
01000_t1000_w02,1046,17,15,17,15,0.029636711281070746,0.0,0.0,0.0,0.7058823529411765,0.0,1.8823529411764706,1.0,51.014117647058825,0.0
01000_t1000_w03,1003,43,35,43,35,0.1814556331006979,0.0,0.0,0.0,1.744186046511628,0.0,1.930232558139535,1.0285714285714285,46.95023255813954,0.0
01000_t1000_w04,1052,31,24,31,24,0.013307984790874524,0.0,9.505703422053232E-4,0.0,0.1935483870967742,0.0,1.3548387096774193,1.0833333333333333,70.0374193548387,0.0
01000_t1000_w05,1063,28,23,28,23,0.053621825023518345,0.0,0.0,0.0,0.75,0.0,1.3571428571428572,1.0869565217391304,55.10821428571428,0.0
01000_t1000_w06,1018,43,39,43,39,0.08546168958742632,0.0,9.823182711198428E-4,0.0,0.9767441860465116,0.0,1.4651162790697674,1.1025641025641026,52.473255813953486,0.0
01000_t1000_w07,1019,26,22,26,22,0.05691854759568204,0.0,0.0,0.0,0.4230769230769231,0.0,1.0769230769230769,1.0454545454545454,67.80038461538462,0.0
01000_t1000_w08,1048,58,50,58,50,0.23473282442748092,0.0,0.0019083969465648854,0.0,1.3620689655172413,0.0,1.0344827586206897,1.04,54.520172413793105,0.0
01000_t1000_w09,1102,37,32,37,32,0.10526315789473684,0.0,9.074410163339383E-4,0.0,0.7297297297297297,0.0,1.2162162162162162,1.03125,58.59270270270271,0.0
01000_t1000_w10,1043,62,52,62,52,0.2473633748801534,0.0,0.0019175455417066154,0.0,1.1935483870967742,0.0,1.467741935483871,1.25,61.09306451612904,0.0
01000_t1000_w101,1016,328,205,328,205,1.6643700787401574,0.0,0.015748031496062992,0.0,3.082317073170732,0.0,1.576219512195122,1.4585365853658536,55.666463414634165,0.0
01000_t1000_w11,1002,33,23,33,23,0.04890219560878244,0.0,0.0029940119760479044,0.0,0.696969696969697,0.0,1.0303030303030303,1.1304347826086956,73.28212121212121,0.0
01000_t1000_w201,1068,751,274,751,274,3.1769662921348316,0.0,0.07677902621722846,0.0,4.6018641810918774,0.0,6.796271637816245,1.3795620437956204,35.2415312916112,0.0
01000_t1000_w21,1075,126,108,126,108,0.3293023255813953,0.0,0.004651162790697674,0.0,1.2936507936507937,0.0,1.2222222222222223,1.1481481481481481,57.15174603174602,0.0
01000_t1000_w301,1058,865,320,865,320,3.1890359168241966,0.0,0.3279773156899811,0.0,5.833526011560694,0.0,26.53179190751445,1.634375,27.506080924855482,0.0
01000_t1000_w31,1014,95,84,95,84,0.4940828402366864,0.0,0.0039447731755424065,0.0,1.9894736842105263,0.0,1.1157894736842104,1.369047619047619,59.44063157894737,0.0
01000_t1000_w401,1004,915,359,915,359,3.6703187250996017,0.0,0.42231075697211157,0.0,7.371584699453552,0.0,42.02295081967213,1.267409470752089,21.75428415300546,0.0
01000_t1000_w41,1027,101,88,101,88,0.38461538461538464,0.0,9.737098344693282E-4,0.0,1.0396039603960396,0.0,1.2475247524752475,1.2613636363636365,64.24128712871288,0.0
01000_t1000_w501,1078,997,412,997,412,3.2708719851576995,0.0,0.4684601113172542,0.0,7.183550651955867,0.0,56.29388164493481,1.4975728155339805,22.05516549648948,0.0
01000_t1000_w51,1080,211,169,211,169,1.0361111111111112,0.0,0.005555555555555556,0.0,2.085308056872038,0.0,1.3412322274881516,1.5029585798816567,58.98682464454975,0.0
01000_t1000_w601,1016,965,367,965,367,2.4320866141732282,0.0,0.4862204724409449,0.0,6.916062176165803,0.0,71.07150259067357,1.2888283378746594,21.060227979274604,0.0
01000_t1000_w61,1077,233,159,233,159,1.0259981429897864,0.0,0.011142061281337047,0.0,2.3605150214592276,0.0,1.4849785407725322,1.3081761006289307,51.59523605150216,0.0
01000_t1000_w701,1061,1005,391,1005,391,3.4486333647502354,0.0,0.5447690857681433,0.0,8.560199004975125,0.0,84.13333333333334,1.3069053708439897,20.123820895522385,0.0
01000_t1000_w71,1007,238,173,238,173,1.3535253227408144,0.0,0.011916583912611719,0.0,2.869747899159664,0.0,1.2563025210084033,1.439306358381503,57.003277310924396,0.0
01000_t1000_w801,1056,1050,456,1050,456,2.4886363636363638,0.0,0.6676136363636364,0.0,9.491428571428571,0.0,119.02190476190476,1.2982456140350878,16.799504761904767,0.0
01000_t1000_w81,1012,304,198,304,198,1.1027667984189724,0.0,0.015810276679841896,0.0,2.6447368421052633,0.0,1.4901315789473684,1.6616161616161615,60.058355263157914,0.0
01000_t1000_w901,1025,1014,414,1014,414,2.982439024390244,0.0,0.6078048780487805,0.0,10.01577909270217,0.0,112.73372781065089,1.6207729468599035,16.83710059171598,0.0
01000_t1000_w91,1053,307,200,307,200,1.6761633428300096,0.0,0.016144349477682812,0.0,3.175895765472313,0.0,1.4071661237785016,1.7,53.88912052117262,0.0
01000_t100_w01,1002,49,25,49,25,0.05289421157684631,0.0,0.001996007984031936,0.0,0.5102040816326531,0.0,1.5714285714285714,1.0,72.16204081632655,0.0
01000_t100_w02,1004,48,30,48,30,0.03187250996015936,0.0,9.9601593625498E-4,0.0,0.22916666666666666,0.0,1.125,1.0333333333333334,85.12791666666666,0.0
01000_t100_w03,1005,102,47,102,47,0.16716417910447762,0.0,0.004975124378109453,0.0,0.8627450980392157,0.0,1.4215686274509804,1.0851063829787233,65.18382352941177,0.0
