1002
1,305,377,1,1,171,21,4,411;570;151;546;149;434;588;292;452;467;280;772;605;600;499;540;766;262;716;850;698
1,343,576,1,1,179,22,13,389;532;113;508;111;396;550;235;414;429;242;750;567;600;489;502;728;224;678;812;660;703
1,298,583,1,1,185,21,15,411;577;158;553;156;441;595;292;459;474;287;772;612;658;499;547;773;269;723;857;705
1,300,526,1,0,169,21,12,411;575;156;551;154;439;593;292;457;472;285;772;610;609;499;545;771;267;721;855;703
0,388,447,1,2,0,26,0,344;487;68;463;66;351;505;235;369;384;197;705;522;578;444;457;683;179;633;767;426;658;638;707;602;596
1,441,723,1,3,166,29,17,291;434;15;410;13;298;452;235;316;331;144;652;469;578;391;404;630;126;580;714;426;605;585;654;549;543;571;412;660
1,346,590,1,3,173,22,12,386;529;110;505;108;393;547;235;411;426;239;747;564;578;486;499;725;221;675;809;657;700
1,371,427,1,2,199,25,3,361;504;85;480;83;368;522;235;386;401;214;722;539;578;461;474;700;196;650;784;426;675;655;724;619
1,469,701,1,1,152,27,17,263;406;382;255;424;212;288;303;116;624;441;578;363;376;602;98;552;686;426;577;419;626;344;515;543;384;632
1,516,759,1,0,171,29,20,216;359;335;223;377;165;241;256;69;577;394;578;316;329;555;51;505;639;420;530;419;579;344;468;496;337;585;605;610
1,461,532,1,1,145,27,3,271;414;390;278;432;220;296;311;124;632;449;578;371;384;610;106;560;694;426;585;419;634;529;523;551;392;640
1,466,695,1,1,153,27,15,266;409;385;255;427;215;291;306;119;627;444;578;366;379;605;101;555;689;426;580;419;629;524;518;546;387;635
1,584,635,1,1,143,31,4,148;291;267;155;309;97;173;188;1;509;326;510;248;255;487;437;571;419;462;419;511;344;383;428;269;517;474;542;866;989;679
1,587,643,1,1,143,30,7,145;288;264;152;306;94;170;185;506;323;507;245;255;484;403;568;416;459;419;508;344;383;425;266;514;474;539;863;986;676
1,517,603,1,1,170,29,4,215;358;334;222;376;164;240;255;68;576;393;577;315;328;554;50;504;638;420;529;419;578;344;467;495;336;584;474;609
1,527,612,1,1,160,30,4,205;348;324;212;366;154;230;245;58;566;383;567;305;318;544;40;494;628;420;519;419;568;344;383;485;326;574;474;599;923
1,614,680,1,1,152,32,5,118;261;237;125;279;67;143;158;479;296;480;218;231;457;403;541;389;432;197;481;344;370;398;239;487;473;512;836;947;649;616;953
1,605,659,1,1,158,32,9,127;270;246;134;288;76;152;167;488;305;489;227;240;466;403;550;398;441;197;490;344;379;407;248;496;474;521;845;947;658;625;962
1,597,675,1,0,136,30,9,135;278;254;142;296;84;160;175;496;313;497;235;248;474;403;558;406;449;197;498;344;383;415;256;504;474;529;853;948;666
1,592,886,1,1,156,30,19,140;283;259;147;301;89;165;180;501;318;502;240;253;479;403;563;411;454;419;503;344;383;420;261;509;474;534;858;948;671
1,680,769,1,1,183,33,11,52;195;171;59;213;1;77;92;413;230;414;152;165;391;341;475;323;366;197;415;310;304;332;173;390;431;446;519;893;583;550;887;798
1,664,742,1,0,123,33,6,68;211;187;75;229;17;93;108;429;246;430;168;181;407;357;491;339;382;197;431;326;320;348;189;437;431;462;519;909;599;551;903;814
1,654,735,1,1,124,33,9,78;221;197;85;239;27;103;118;439;256;440;178;191;417;367;501;349;392;197;441;336;330;358;199;447;467;472;519;919;609;551;913;824
1,651,936,1,0,132,33,24,81;224;200;88;242;30;106;121;442;259;443;181;194;420;370;504;352;395;197;444;339;333;361;202;450;470;475;799;922;612;551;916;827
1,739,813,1,0,133,35,10,136;112;0;154;18;33;354;171;355;93;106;332;282;416;264;307;197;356;251;245;273;114;362;382;387;519;834;524;491;801;739;720;821;626;911
1,713,787,1,0,151,35,10,19;162;138;26;180;44;59;380;197;381;119;132;358;308;442;290;333;197;382;277;271;299;140;388;408;413;519;860;529;517;801;765;746;847;652
1,711,767,1,0,125,35,3,21;164;140;28;182;46;61;382;199;383;121;134;360;310;444;292;335;197;384;279;273;301;142;390;410;415;519;862;529;519;856;767;748;849;654
1,692,766,1,0,145,33,7,40;183;159;47;201;65;80;401;218;402;140;153;379;329;463;311;354;197;403;298;292;320;161;390;429;434;519;872;571;538;875;786;767
1,778,848,1,1,134,35,2,97;73;115;315;132;316;54;67;293;243;377;225;239;197;317;212;206;234;75;323;343;348;519;786;485;452;789;700;681;782;587;872;865;579;548
1,777,860,1,1,161,35,11,98;74;116;316;133;317;55;68;294;244;378;226;239;197;318;213;207;235;76;324;344;349;519;793;486;453;790;701;682;783;588;873;866;580;549
1,753,827,1,1,107,35,9,122;94;140;4;19;340;157;341;79;92;318;268;402;250;239;197;342;237;231;259;100;348;368;373;519;820;510;477;801;725;706;807;612;897;890
1,744,803,1,0,122,35,6,131;107;149;13;28;349;166;350;88;101;327;277;411;259;239;197;351;246;240;268;109;357;377;382;519;829;519;486;801;734;715;816;621;906;899
1,42,325,1,0,130,9,5,105;690;833;414;809;412;150;697;717
1,20,264,1,0,138,9,8,127;712;855;436;831;434;172;719;873
1,68,138,1,1,118,11,1,79;411;807;388;783;386;124;643;717;613;156
1,50,108,1,0,124,10,1,97;411;825;406;801;404;142;689;717;631
