01000_t40_w10,816,827,827,873,927,903,931,2.394240317775571,0.29493545183714004,0.2840119165839126,0.6484607745779544,0.32969215491559084,0.3545183714001986,0.35054617676266137,0.0019860973187686196,0.0019860973187686196,0.05958291956305859,0.03773584905660377,0.24528301886792453,0.05858987090367428,77.89473684210526,45.09611519607845,28.754643288996373,28.356674727932287,44.70799541809849,54.139363538295555,51.030542635658925,50.78717508055856
01000_t40_w160,1001,1001,1001,1001,1001,1001,1001,0.9680638722554891,0.9301397205588823,0.9580838323353293,1.0009980039920159,0.9271457085828343,0.9241516966067864,0.9201596806387226,0.005988023952095809,0.008982035928143712,0.42614770459081835,0.3532934131736527,0.9391217564870259,0.5548902195608783,237.96506986027944,40.18917082917087,11.18652347652348,11.059670329670329,39.088521478521486,75.76858141858145,67.20988011988018,74.13436563436561
01000_t40_w20,954,965,965,978,979,985,988,0.7878486055776892,0.35756972111553786,0.3804780876494024,0.5298804780876494,0.4243027888446215,0.4551792828685259,0.44721115537848605,0.0,0.0,0.08764940239043825,0.0697211155378486,0.38247011952191234,0.14043824701195218,122.16533864541833,42.02604821802938,23.180238341968916,23.122559585492215,41.719202453987755,57.428212461695594,52.89612182741123,55.800060728744924
01000_t40_w320,1000,1000,1000,1000,1000,1000,1000,1.021,0.989,1.036,1.056,1.03,1.024,1.0,0.011,0.017,0.679,0.524,0.992,0.805,274.334,39.14494999999997,8.877010000000004,8.794549999999997,38.42889999999998,86.03734999999993,69.13263000000009,79.17398999999997
01000_t40_w40,992,996,996,1000,997,998,996,0.8266932270916335,0.5179282868525896,0.5398406374501992,0.6752988047808764,0.5846613545816733,0.6314741035856574,0.6075697211155379,0.00597609561752988,0.00597609561752988,0.18227091633466136,0.13346613545816732,0.5438247011952191,0.23804780876494025,219.66334661354583,40.490604838709665,19.177419678714855,19.095140562249004,43.431509999999996,67.43585757271812,59.8044388777555,63.77408634538154
01000_t40_w640,1002,1002,1002,1002,1002,1002,1002,1.0249500998003993,1.0119760479041917,1.0728542914171657,1.060878243512974,1.0129740518962076,1.0119760479041917,1.0219560878243512,0.028942115768463075,0.04091816367265469,0.9391217564870259,0.8163672654690619,1.0139720558882235,0.9880239520958084,325.74750499001993,39.26586826347306,6.255189620758489,6.2460179640718545,39.540818363273445,89.65789421157695,67.30360279441128,75.47
01000_t40_w80,997,997,997,997,997,997,1002,0.8911088911088911,0.7262737262737263,0.7462537462537463,0.8811188811188811,0.7802197802197802,0.8641358641358642,0.7574850299401198,0.002997002997002997,0.003996003996003996,0.3066933066933067,0.23176823176823177,0.7832167832167832,0.4115884115884116,10996.377245508982,40.30548645937814,14.36020060180542,14.353871614844534,39.848786359077195,73.43538615847537,61.393921765295865,68.86268463073854
01000_t40_w10,772,795,787,834,845,867,867,0.3804780876494024,0.25,0.2450199203187251,0.6583665338645418,0.351593625498008,0.36752988047808766,0.3436254980079681,0.0,9.9601593625498E-4,0.04282868525896414,0.03286852589641434,0.19123505976095617,0.05776892430278884,67.58864541832669,47.57475388601036,29.707861635220116,29.755883100381197,43.76647482014385,54.30798816568046,48.58538638985003,51.37446366782006
01000_t40_w160,997,1000,1000,1000,998,1000,998,1.0249500998003993,0.9301397205588823,0.9121756487025948,0.9970059880239521,0.9530938123752495,0.9461077844311377,0.9211576846307385,0.005988023952095809,0.005988023952095809,0.468063872255489,0.38922155688622756,0.9311377245508982,0.5548902195608783,245.8572854291417,42.50096288866599,12.083329999999995,11.996119999999992,40.26390999999999,82.3043286573147,69.09293000000001,76.10070140280567
01000_t40_w20,945,940,940,975,976,978,975,0.5479041916167665,0.3962075848303393,0.3532934131736527,0.5598802395209581,0.4411177644710579,0.4431137724550898,0.44510978043912175,0.0,0.0,0.09081836327345309,0.08882235528942116,0.4291417165668663,0.1187624750499002,130.46706586826346,42.89042328042328,23.343968085106383,23.102542553191498,42.520512820512835,58.738012295081965,52.628783231083794,55.005456410256386
