1,0.1,100,65,66,65.2,59,43,43.2,23.4,19.8,35,20.2,43,43.2,0.092,0.188,0.064,0.096,0.254,0.092,0,0,0,0,0,0.468,2.131033453,0.794927536,1.14754902,0.74021978,0.788389908,1.951274941,2.733213859,2.500310559,3.400490196,2.620311355,1.694318453,1.702874068,98.36054898,92.03312215,61.17958627,105.9819729,61.12089987,70.81079972
1,0.2,100.2,77.2,79.8,78,74.6,53.8,55.8,27.4,24.2,45.6,26.4,53.8,55.8,0.006,0.158,0.218,0.40770297,0.24770297,0.155386139,0,0,0,0.034,0.15370297,0.253683168,0.658931624,1.299165298,0.839171805,0.674141414,1.090872462,1.139794608,3.933333333,3.583225108,4.507477684,3.63999482,2.055321083,2.033235047,114.6905009,98.322659,66.90271419,109.6997821,62.62357748,83.48641022
1,0.3,101.2,99.2,100.6,100,95.6,75.4,74.4,35.6,29,69.4,32.2,75.4,74.4,0.220889148,0.242962532,0.371675403,0.154455446,0.248883712,0.399087556,0,0,0,0,0.093069307,0.436711318,1.232988773,0.376470588,1.146015404,0.943798156,1.418311163,1.932568861,4.630713599,4.308090303,4.871901034,3.997630416,2.231892423,2.311781339,113.6662088,90.70765417,54.79048816,114.7876316,55.58487786,78.55433711
1,0.4,100.4,100.4,100.4,100.4,99.2,81,84.4,36.4,27.6,77.8,39.2,81,84.4,0.346435644,0.345069307,0.342455446,0.502732673,0.587861386,0.345366337,0,0,0,0.065346535,0.125386139,0.435821782,1.36854798,1.602573927,1.587224033,1.529993713,1.772355892,2.55124864,6.904292929,6.648725808,7.097993095,6.10973518,3.208302602,3.181560194,120.152729,91.96740161,43.41381861,98.41717975,44.51183486,74.01966736
1,0.5,100.4,100.4,100.4,100.4,100,82.2,86.8,32.8,22,76.6,35.2,82.2,86.8,0.497544554,0.552930693,0.312752475,0.316752475,0.463841584,0.49950495,0,0,0,0.094,0.127049505,0.586910891,2.016993839,1.340176835,1.728517545,1.713441179,2.022199903,2.140348283,8.765596629,8.146534041,8.433636974,7.724554568,3.484977057,3.469189957,114.8890217,70.34555844,42.81906586,111.1925485,43.1100275,76.85016516
1,0.6,100.2,100.2,100.2,100.2,100.2,83,88.4,37,23.2,81.6,33.2,83,88.4,0.525089109,0.500732673,0.407386139,0.409683168,0.721821782,0.623683168,0,0,0,0.157683168,0.06,0.653049505,2.023268398,1.797592593,2.724753405,1.875221675,2.412109742,2.417927666,9.522106782,9.373333333,9.501933944,8.705249042,4.062730267,4.008067536,115.2242203,89.70452037,40.24339472,116.5349697,41.18739854,80.93805686
1,0.7,100.4,100.4,100.4,100.4,100.2,87.6,88.6,37.8,24.8,84.4,39.4,87.6,88.6,0.712950495,0.526118812,0.628871287,0.712257426,0.496475248,0.708653465,0,0,0,0.095683168,0.191069307,0.564415842,1.204995005,2.610203377,2.033035244,2.406934936,2.209806517,2.597112281,9.720745921,9.493283219,10.12050135,9.454731117,4.276678252,4.381513985,119.39797,88.11327958,38.42577479,108.1235901,39.2025308,84.4119452
1,0.8,100.4,100.4,100.4,100.4,100.4,90,95,36.6,17.6,86.2,38.4,90,95,0.830950495,0.495564356,0.563544554,0.498138614,0.738950495,0.939544554,0,0,0,0.127366337,0.216,0.778554455,2.898893344,2.454875147,2.408464153,2.986325689,3.040382593,3.783741419,12.61158929,11.48120664,12.88549952,12.44321095,5.179552584,5.118571701,123.0845304,98.59277641,35.9750776,105.3188903,37.56398982,84.47961979
1,0.9,100.6,100.6,100.6,100.6,100.6,90.4,95.2,39.2,27.8,87,39.8,90.4,95.2,0.809643564,0.648,0.776316832,0.742,0.869346535,1.497009901,0,0,0,0.096,0.155366337,0.591524752,2.574513152,2.791423935,2.688405847,2.446052772,2.841346126,3.719547904,12.76611129,12.71043755,13.04107506,12.24586048,5.449561917,5.266865501,121.1502741,69.23644618,35.26608424,106.8283831,37.11173636,85.50531405
1,1,100.4,100.4,100.4,100.4,100.4,92.2,95.4,31.6,19,88.6,32.8,92.2,95.4,0.854901961,0.928901961,0.991372549,0.676431373,0.989058824,1.059137255,0,0,0,0.154784314,0.183372549,0.882235294,3.443835859,3.610277778,3.188015547,3.007990095,3.214132193,4.409757572,15.82754293,15.47269841,15.48110817,14.78468437,5.801814705,5.765158574,120.7315755,75.75706786,30.74413049,111.2834891,32.19122522,81.46953598
1,2,100.2,100.2,100.2,100.2,100.2,99,99,36.4,16.2,95.6,34.8,99,99,1.764237624,1.591821782,1.922257426,1.582910891,1.870950495,2.28239604,0,0.02970297,0,0.375069307,0.434455446,1.99,5.856690579,6.300240184,6.146817689,5.966710526,6.705026592,8.053471037,32.56930974,29.90064745,32.83954721,31.32305421,11.9785471,12.21190682,127.6566888,101.6416507,24.80309455,112.5774493,25.21908719,89.62767189
1,3,101.4,101.4,101.4,101.4,101.4,99.8,100.8,37.8,16.4,98.2,35.6,99.8,100.8,2.487965142,2.436232554,2.994660409,2.804433272,2.460717029,2.400454594,0,0.060770931,0,0.426153843,0.772526368,2.564822832,8.319748442,8.569315782,8.81836926,9.405113292,9.313470616,11.45405423,45.72208655,42.6826025,46.15774237,45.69879364,16.54561631,16.66714848,122.1872486,80.37697875,21.7270403,101.3796796,21.92539995,90.28746256
