464,464,2783.58,6.53,488,488,1676.91,3.54,491,491,1367.58,2.63,471,471,2216.13,4.99
439,439,2533.46,5.89,474,474,1862.02,3.97,482,482,1497.16,2.81,457,457,2153.45,4.89
457,457,2618.42,6.19,486,486,1763.87,3.69,490,490,1381.23,2.73,485,485,2185.36,4.94
443,443,2613.45,6.54,467,467,1733.84,3.66,473,473,1359.23,2.56,472,472,2179.74,4.86
454,454,2611.34,6.07,476,476,1818.91,3.75,483,483,1490.60,2.99,476,476,2307.04,5.21
429,429,2721.92,6.81,474,474,1881.27,3.82,484,484,1475.08,2.93,455,455,2167.10,4.83
471,471,2837.67,6.51,489,489,1746.95,3.40,491,491,1369.64,2.59,480,480,2130.70,5.02
463,463,2743.11,6.48,485,485,1701.55,3.31,491,491,1276.69,2.41,479,479,2026.94,4.31
442,442,2665.17,6.61,475,475,1756.87,3.37,476,476,1445.20,2.83,465,465,2214.18,4.92
413,413,2492.95,6.86,458,458,1744.60,3.82,458,458,1416.07,3.09,444,444,2167.02,5.23
454,454,2869.29,6.72,479,479,1742.84,3.72,482,482,1310.18,2.49,471,471,2120.26,4.99
454,454,2689.87,6.37,482,482,1792.73,3.73,494,494,1393.78,2.67,481,481,2340.62,4.90
458,458,2657.91,6.34,489,489,1749.38,3.45,492,492,1353.98,2.61,484,484,2329.48,5.00
431,431,2595.81,6.56,461,461,1848.09,3.86,469,469,1447.40,2.71,458,458,2227.57,5.17
458,458,2767.20,6.44,478,478,1845.07,3.89,478,478,1525.50,3.08,476,476,2398.39,5.36
432,432,2549.69,6.43,473,473,1867.96,3.98,478,478,1493.32,2.83,477,477,2181.04,4.96
438,438,2530.74,6.36,468,468,1781.57,3.82,475,475,1417.16,2.76,464,464,2182.85,5.22
432,432,2517.76,6.42,467,467,1799.70,3.91,478,478,1481.65,3.25,466,466,2093.40,5.20
427,427,2532.28,6.41,457,457,1573.39,3.29,461,461,1199.05,2.37,453,453,2142.90,5.07
430,430,2407.81,5.94,455,455,1770.43,3.94,471,471,1444.69,2.86,445,445,2110.10,4.90
448,448,2646.92,6.43,459,459,1860.05,3.93,475,475,1458.52,2.82,463,463,2217.82,4.87
432,432,2640.62,6.57,467,467,1812.54,3.77,463,463,1528.02,2.99,450,450,2202.36,5.18
451,451,2608.79,6.18,483,483,1779.25,3.68,490,490,1427.21,2.86,469,469,2192.62,5.09
454,454,2668.69,6.57,477,477,1684.56,3.34,481,481,1290.98,2.54,475,475,2285.89,5.06
393,393,2297.32,6.33,450,450,1737.98,3.94,463,463,1462.78,3.03,448,448,2097.05,5.21
439,439,2580.99,6.38,476,476,1779.94,3.86,487,487,1581.58,3.19,478,478,2292.71,5.41
441,441,2623.93,6.31,459,459,1697.99,3.57,473,473,1386.92,2.68,455,455,2318.54,5.29
424,424,2553.82,6.64,456,456,1856.71,4.43,473,473,1504.17,3.09,448,448,2222.00,5.63
457,457,2743.96,6.79,489,489,1752.10,3.61,487,487,1292.48,2.56,469,469,2252.42,4.98
423,423,2411.73,6.18,445,445,1727.76,3.83,457,457,1436.54,2.87,435,435,2279.58,5.61
430,430,2540.99,6.33,469,469,1718.64,3.76,480,480,1363.89,2.72,452,452,2008.44,4.97
470,470,2686.82,6.27,491,491,1830.84,3.64,488,488,1335.67,2.68,479,479,2234.25,5.04
446,446,2500.33,6.04,473,473,1692.10,3.59,484,484,1399.10,2.67,469,469,2145.19,4.73
440,440,2688.54,6.71,470,470,1823.40,3.72,473,473,1445.58,2.96,458,458,2305.28,5.42
444,444,2641.27,6.36,478,478,1855.45,3.87,477,477,1410.35,2.71,463,463,2097.65,4.56
454,454,2699.59,6.47,483,483,1797.06,3.85,488,488,1348.52,2.70,483,483,2371.21,5.03
441,441,2746.49,6.63,466,466,1752.83,3.84,475,475,1282.80,2.39,470,470,2133.99,5.02
443,443,2705.35,6.50,479,479,1850.87,3.89,489,489,1415.48,2.78,464,464,2288.20,5.49
440,440,2480.18,5.93,465,465,1843.20,4.03,469,469,1522.78,3.19,452,452,2167.45,4.92
414,414,2507.05,6.69,449,449,1815.50,3.93,446,446,1476.37,3.22,457,457,2171.47,5.22
475,475,2904.41,6.77,494,494,1787.67,3.59,499,499,1383.44,2.73,484,484,2341.18,5.12
425,425,2550.13,6.76,462,462,1715.02,3.60,463,463,1388.41,2.89,447,447,2113.32,5.36
462,462,2820.56,6.27,478,478,1713.25,3.42,479,479,1331.91,2.67,479,479,2257.04,4.85
431,431,2471.57,6.19,462,462,1797.51,3.79,477,477,1495.33,2.92,462,462,2134.16,5.18
445,445,2516.17,6.20,475,475,1765.56,3.73,479,479,1464.88,2.92,478,478,1957.04,3.98
446,446,2770.30,6.74,483,483,1794.56,3.63,487,487,1387.39,2.71,471,471,2286.29,5.50
463,463,2841.38,6.65,486,486,1806.92,3.57,492,492,1374.88,2.68,482,482,2469.43,5.68
439,439,2574.74,6.23,477,477,1793.31,3.67,480,480,1482.30,2.77,470,470,2196.71,5.40
471,471,2858.45,6.49,490,490,1823.39,3.74,494,494,1410.63,2.60,481,481,2156.29,4.67
433,433,2561.28,6.46,461,461,1808.20,4.00,457,457,1458.67,3.23,448,448,2158.08,5.27
